赞成数,反对数,留言数,持续时长,问题描述
0,0,2,27.0,A市外国语学校不分科的吗？
6,2,2,11.0,A市A4区沙坪街道汉回村支书纵容华颖实业集团侵占农民山林
0,0,1,1,反映A1区东岸乡新安村八组拆迁问题
0,0,1,1,A3区东方红路嘉顺苑优莱克超市后面有老虎机
0,0,1,1,A1区火星镇紫薇路89号电线私搭乱挂，道路坑坑洼洼
0,0,2,156.0,在A2区交警大队缴纳违章罚款后，违章却还在
2,0,1,1,A7县金科物业只回复“尽快处理”，问题依旧没解决
4,0,6,204.0,带着情怀提升A市规划建设水平，带动经济发展
6,0,3,121.0,建议在A市人民东路红旗路路口新建立交桥
2,0,1,1,请求解决A市楚府高架路隧道东进出口噪声问题
2,0,1,1,请求解决A7县漓楚路与东六路上下班时间交通拥堵的问题
0,0,2,86.0,西地省步趣网络科技有限公司的调查结果出来了没有
0,0,1,1,A市来自外省的地铁保安如何维权？
0,0,1,1,A市宇冰燃气公司故意不退钱
0,0,1,1,请求A市政府尽快派人帮助我解决房屋拆迁等问题
0,0,1,1,A7县妇幼东门宁华南路停车位路标线清理得不够彻底
0,0,1,1,请问趣步网络科技是否涉嫌传销
0,0,1,1,A市金科天悦的车位价格合理吗
2,0,3,134.0,A市保利中航城还有人在顶风违建
0,0,1,1,关于A市民政局官网的建议及意见
0,0,1,1,A1区乐和城停车场入口成了一夜宵市场
0,0,1,1,西地省享乐旅游公司欺诈游客
2,0,2,63.0,A3区奥园城市天骄楼盘经常施工至半夜3、4点，严重扰民
0,0,1,1,A4区融创城晚间十点至凌晨两三点打桩扰民
0,0,1,1,请求协调A6区康乃馨医院解决收费纠纷
0,0,1,1,西地省科技职院欺骗学生收取高额学费，却不给相对应专业的毕业证书
0,0,2,2.0,A3区A3区街道桃花锦绣小区有一个液化气站存隐患
0,0,1,1,关于A市建筑工程师证网上如何查询
0,0,1,1,西地省三星机床公司拒不还款
2,0,4,1.0,建议增设A2区南塘城轨公交站
0,0,1,1,A市居住凭证上牌一事的咨询
0,0,1,1,关于A7县R区地坪提质改造管理，请求政府加速实施的请示
0,0,1,1,A4区省妇幼这边红墙巷子里路边烧烤摊每天凌晨很吵
0,0,1,1,A市鹏鲲教育集团拖欠款项
0,0,1,1,A市邦鸿国际城开发商涉嫌非法营销
0,0,1,1,A7县金井镇王梓园村竹山组村民承包农田分配不均！
0,0,2,40.0,关于A2区瑞富苑楼盘有关问题的投诉
2,2,1,1,A7县松雅湖二小东门有交通安全隐患
0,0,2,10.0,二次投诉A市银行白马桥流沙河支行侵权
4,0,2,1,A3区黑心考研机构骗取学生百万巨款，学生维权难于登天
10,0,1,1,A6区景城御苑相约本味饭店噪音扰民
0,0,1,1,建议增加A市145路公交车班次
2,0,1,1,咨询A3区民宿特许经营的问题
0,0,1,1,请问A市企业要如何办理人力资源服务许可证
0,0,2,5.0,A3区中建梅溪湖中心9栋一群租房装修有安全隐患
2,0,1,1,A7县金科时代中心小区垃圾臭味熏天，社区物业反馈投诉多次无效果
0,0,1,1,A7县星沙灰埠大市场16栋垃圾站恶臭熏天
0,0,1,1,请问A市为什么要禁摩？
0,0,1,1,反映A1区五一中路粮贸大厦高空坠物问题
24,0,4,42.0,A市南山十里天池小区交房在即，但是小区正门却没有路
32,0,1,1,西地省楚雅名未健康管理有限公司长期拖欠员工工资
0,0,1,1,西地省欧比佳营养食品拖欠员工的养老保险！
0,0,1,1,A4区科大佳园南苑南面道路每天通宵施工，严重扰民
0,0,1,1,A5区创元时代开发商涉嫌欺诈百姓获取不当收益
2,0,1,1,A市地铁管理某些方面需要改进
0,0,1,1,A市城南故事楼下烧烤店深夜扰民
0,0,1,1,投诉西地省高速收费员不熟悉政策，乱收费
0,0,1,1,A市黑石铺街道拆违控违近一年，违章建筑何时能拆除？
0,0,1,1,A4区东兴园街道富雅坪小区消防通道常年被私家车占用
4,0,2,7.0,举报A7县青山铺镇政府107国道改道拆迁不合理，不公证
0,0,2,5.0,A7县城K4县置小区夜宵店噪音油烟扰民
14,14,1,1,A7县妇幼医院连儿童常见病都无法接诊
4,0,3,290.0,A市万科魅力之城开发商未通知业主就进行车位开盘销售活动
2,0,2,22.0,A3区金麓小区丧事扰民何时休
0,0,1,1,请求解决A8县大成桥镇清泉社区村民住房问题
0,0,1,1,A2区丽江路下穿京广铁路涵洞怎么停工了？
4,0,1,1,A7县东六路星城国际消防设施陈旧无人检修
0,0,1,1,A7县福临镇冯家坡村菜水塘组村民求修水泥路
6,0,2,1,A市所有协管员的心声！
0,0,1,1,反映A4区退役士兵安置问题
4,0,2,166.0,A市科技工程学校涉嫌欺骗学生
0,0,1,1,投诉A市卓越浅水湾二期擅自更改规划！
0,0,1,1,A2区钱隆学府小区多户房屋墙面出现贯穿裂缝
0,0,1,1,A7县松雅湖畔地面停车收费
10,0,1,1,A7县泉塘泉星物流园小区a7栋夜食尚饭店严重扰民
0,0,3,10.0,投诉A市地金在自城物业公司私自涨物业费
14,4,2,6.0,A7县自然资源局处理李建接访态度恶劣问题不公
0,0,1,1,A市华洋机电设备制造有限公司拖欠货款
0,0,1,1,投诉A市商贸旅游技术学院在合同未到期间奖商铺转租给食堂老板
0,0,1,1,A市青竹湖曦园开发商强买强卖，拒不退还购房首付款
0,0,1,1,A市天裕部分公寓没有空调外机位，开发商要业主自理
4,0,2,1,在A市楚雅附二后面文艺新村附近停车被打，请还受害者一个公道
276,0,4,310.0,问问A市经开区东六线以西泉塘昌和商业中心以南的有关规划
2,0,1,1,举报A7县天华路天童美语无证办学
4,0,1,1,A3区观沙岭街道茶子山村安置的返租房何时能建好？
0,0,2,130.0,为什么西地省农机购置补贴结算时间差距很大？
0,0,1,1,A市高运小区里有人办丧，扰民
2,0,1,1,A市小学的不正之风该停了
0,0,1,1,A市黄花机场附近新楼盘“和泓桃李春风”规划合理吗
2,0,1,1,A7县高桥镇范琳村路灯不亮
2,2,3,92.0,A4区英祥春天小区一楼被搞成商业门面，噪音扰民严重
12,0,1,1,A6区银杉路两旁街道破烂不堪
0,0,1,1,投诉西地省盛地运灏生物科技有限公司非法集资
0,0,2,8.0,A市的车用天然气价格太昂贵了！
0,0,1,1,A市12315消协工作人员服务态度差
0,0,1,1,有没有人管管A7县楚龙街道红树湾小区
0,0,1,1,A7县星沙电建星湖湾高层房子为什么一直不开盘
0,0,1,1,A8县灰汤镇雅乐居C10栋1109房阳台悬空梁已断
2,0,1,1,A2区竹塘西路230路改线后，居民出行受到影响
0,0,2,32.0,昏天暗地噪声不断的丽发新城小区（A2区）
2,0,1,1,A市龙湖新壹城无故拖延客户的诚意金
2,0,2,162.0,咨询A市调整用电基数问题
0,0,1,1,现在A6区原高塘岭镇范围内的四轮电动车遍地开花
0,0,1,1,A5区洞井街道欧莱雅郡2期复式楼顶违建问题愈发严重
0,0,1,1,A市贺隆体育馆是否有启用的计划安排？
0,0,1,1,A3区含浦学士街道以“环保”为幌子污染交通路面
0,0,2,184.0,A5区古曲南路广益中学门口脏乱差
0,0,1,1,A5区地质中学附近拥堵问题很严重
0,0,2,131.0,A4区培元桥科技情报站小区成了外卖集中点
6,0,1,1,A7县开元路与东六路交叉口北半幅路面被围挡占道多年
0,0,1,1,希望A市能优化购房政策
0,2,1,1,西地省有没有可能实行每周“2.5天小长假”的休假模式？
2,0,1,1,请问A市通过学历落户需要稳定的就业凭证指什么
4,0,1,1,A2区暮云花园岭社区交通出行不便
4,0,1,1,A7县楚龙西路渣土车通宵作业严重扰民
0,0,1,1,关于A市公安局A4区分局不受理信访事项告知书的回复
0,0,1,1,A市恒大溪上桃花源楼盘迟迟不退认筹金
0,0,1,1,A市九龙仓套路租户，该退还租户的金额高达7万余元
0,0,1,1,A市702公交车难等
4,0,2,42.0,A6区月亮岛路11万伏高压线没用地埋方式铺设
0,0,1,1,A7县碧桂园天玺湾6栋手机常年无信号
0,0,1,1,A1区恒大君悦工地工作时间太长，噪音实在很大
0,0,1,1,A3区梅溪湖环湖路沿文化艺术中心路段乱停乱靠现象严重
0,0,1,1,A7县楚龙街道山水湾小区房屋漏雨，物业不处理
0,0,1,1,A7县星沙街道广生村为修路堵路
0,0,1,1,A2区保利花园三期房屋外墙渗水严重
0,0,1,1,A1区A2区华庭物业把每层楼的消防通道门都锁住了
0,0,1,1,A3区洋湖街道一工地严重噪音扰民
0,0,1,1,请取缔A市望岳公园北门门口非法菜市场
4,0,2,75.0,A7县泉塘中国铁建国际城二期30栋有违章建筑
0,0,1,1,举报买卖驾照分源头企业A市站易通盈网络科技有限公司
0,2,1,1,A5区科融物业威胁业主，呼吁上级加强前期物业的监管
0,0,2,30.0,请腾开A5区恒达时代花园小区消防生命路，莫视生命如草芥
0,0,1,1,A市潮宗御苑A座的米奇妙妙儿童摄影卷款跑路了
0,0,1,1,A6区观音岩片区学生及市民早上出行不便
0,0,2,63.0,A1区万科金域蓝湾小区三期北门一家茶馆的招牌灯光太刺眼
0,0,1,1,A3区枫林三路涉外经济学院外街理发店扰民
0,0,1,1,A7县星沙锦璨家园群租房扰民
2,0,1,1,A7县泉塘小区E区与楚水湾经常有人晚上喝酒闹事
0,0,1,1,A6区中粮鸿云小区三栋业主在电梯厅公共区域违建一整面墙的鞋柜
0,0,2,25.0,A7县楚龙动岚健身会所承诺的返现只是说说而已
0,0,1,1,A6区润和紫郡用电的问题能不能解决
0,0,1,1,请拆除A3区金科东方大院内的违建
0,0,1,1,A市后湖小区高分贝的施工，严重影响居民日常生活
0,0,1,1,A3区楚熙水郡三期电表箱为塑料材质，质量差存隐患
0,0,1,1,建议开通A市火车站到洋湖湿地公园直达公交
0,0,1,1,咨询A6区高新区未来规划问题
0,0,1,1,希望加快A6区河东路网建设
2,0,1,1,加快A市校园食品安全监管全覆盖刻不容缓
2,0,1,1,希望A市公共交通支付能支持微信、支付宝
0,0,1,1,举报A8县市国土局、财政局在处理老粮仓镇石清村违法占地问题上执法不力
0,0,2,1,关于医学鉴定方面的咨询
0,0,3,71.0,询问A市户口迁移落户的相关问题
6,0,1,1,投诉A3区公安局经侦大队、银盆岭派出所包庇芒果金融诈骗罪行
0,0,1,1,A8县市资福中学老师偷鱼杀狗
26,24,2,5.0,A7县广圣大酒店4楼瑞生堂足道涉黄
0,0,1,1,等A市208路公交等了40分钟
0,0,1,1,A3区金星路每天车流量非常大，门口斑马线交通事故频发
0,0,2,127.0,询问A市住房公积金贷款的相关问题
0,0,2,226.0,A3区九龙领仕汇别墅违章建筑盼拆除
0,0,1,1,请求查处A3区海利世纪绿洲花园违规变更规划和违法施工的行为
0,0,1,1,西地省交警平台121234301严重扰民
0,0,1,1,投诉A9市枨冲镇枨冲社区老鸦组正源再生塑料厂污染环境
2,0,1,1,举报A1区华天大酒店12楼紫东阁涉黄
0,0,1,1,A7县泉塘街道楚役家园经常停电
2,0,1,1,A市玖珑山名苑房屋有严重的质量问题
0,0,1,1,A市机场高速榔梨段噪音扰民
0,0,1,1,A1区中房瑞致小区前面工地施工，快要把人吵成疯子了
4,0,1,1,举报中国建设银行A市A2区支行“套路贷”行为
4,0,1,1,西地省中南大宗商品电子商务有限公司涉嫌诈骗
4,0,1,1,雷峰大道A市医学院附近会规划地铁站吗
2,0,1,1,投诉A2区木莲路的沐咖啡茶楼涉嫌聚众赌博
0,0,1,1,A2区兴汝金城二期园艺路何时能完工
12,0,1,1,西地省家多润超市有限公司成老赖，拒付2亿多货款达2年
0,0,1,1,A3区坪塘大热门超市前的马路何时完工？
8,8,2,1,A5区劳动东路魅力之城小区油烟扰民
0,0,2,3.0,A7县安沙镇农田休耕政府补贴为何只有二百一亩？
0,0,3,33.0,A3区天顶街道青山新村社区青青家园小吃店违规住改商
2,0,1,1,在A4区兰亭风景小区路段施工，农民工被压断腿无人管
4,0,1,1,A5区长郡语外第一附小能不能开放食堂
0,0,2,50.0,A2区长城水郡小区开发商不安装部分窗户，安全隐患多
4,0,1,1,A市高新区印章行被垄断
0,0,1,1,呼吁A4区尽快修复德雅路170号出版局宿舍楼下人行通道
6,0,1,1,A市地铁1号线北延线何时开工？
6,0,2,1.0,A7县远大二路附近那块空地规划建的公园，什么时候开始建？
4,2,2,47.0,A3区学校工会发放的钱，临时老师的发放金额为何比在编老师的少一千多？
0,0,1,1,A8县一三重工逼退员工
4,0,2,1,A市梅岭国际规划老是变，为何迟迟不建？
0,0,1,1,A3区拆迁致使鑫洁蜂业蜜蜂大量死亡
2,0,3,24.0,A7县X205路公交车为啥老不开空调
6,0,1,1,A7县泉塘第三小学对面两文具店摆了多台游戏机，难道没人管吗？
0,0,1,1,A2区狮子山社区清洁人员没有对开发公司宿舍楼道进行清扫
0,0,1,1,A7县豪都至尊车库入口图纸变更政府是否知情？
0,0,1,1,举报A8县市梦巷湾酒店皇仕水疗四搂严重涉黄
0,0,1,1,投诉A市新世纪旅行社以低价游欺骗老年人
0,0,1,1,A市A1区中路第六都三期北区违规建设烟道
0,0,1,1,A市的猪肉价格太高了
0,0,2,2.0,投诉A市天麓尚层物业私自变更小区规划
0,0,1,1,A市长房云时代附近建垃圾楼是真的吗？
36,4,1,1,咨询A7县县改区进展情况
0,0,1,1,投诉A4区沙坪街道卫生服务中心工程项目拖欠工资
0,0,1,1,多次投诉举报无果，西地省银保监局为哪般？
0,0,1,1,反映A2区天悦和苑有关问题
0,0,1,1,A2区暮云水电八局南托基地噪音扰民
0,0,1,1,A6区新城国际花都南1门至南2门马路对面每晚都烧垃圾
0,0,1,1,A4区A9市河幼儿园强制收取门禁卡费
2,0,1,1,A3区岳北社区金域国际9栋顶层违建
6,0,3,239.0,咨询关于A市居民交职工医保的相关问题
0,0,1,1,A3区茶场村一队农民盼养老和医疗保障
0,0,1,1,A2区A1区路万家丽路口以南夜间重型货车来往频繁！
4,2,1,1,A市绕城高速什么时候免费？
14,0,1,1,A市地绿海外滩二期竟是豆腐渣工程，欺诈业主
0,2,1,1,建议在A市中南大学南校区到新校区的天桥下设置人行横道
0,0,1,1,A市A3区北京御园10栋2单元2018年10月弱电井起火
0,0,1,1,请问A市集体户口居民办结婚证困难吗？
2,0,1,1,A市恒大翡翠华庭办不动产证为什么要这么久
6,0,1,1,反映A7县跨三一大道人行天桥选址问题
0,0,1,1,在A市金茂悦二期艺棵树培训学校交的学费要不回
2,0,1,1,A8县市双凫铺镇碎石厂村镇越权批准项目方违法施工
0,0,1,1,为何年满90岁的老人每月补贴60元必须到社区申报？
0,0,2,3.0,A5区的莲湖汽车饰品城脏乱差，还违规收取停车费
0,0,1,1,A市中粮北纬四期部门户型入口设计不合理，存在安全隐患
4,0,1,1,A7县泉塘公园6点多广场舞就开始了
14,2,1,1,建议A市地铁7号线一期工程线网规划进行优化调整
0,0,1,1,A4区君悦新天地工地每天违法夜间施工
2,0,2,4.0,A市人民东路与东六路的十字路口设置不合理
0,0,1,1,已收到A7县星沙医院开具的晶体交费发票，感谢领导
0,0,1,1,A3区滨江农贸市场水产区及家禽区的商户秤都缺斤少两
0,0,1,1,A7县双江镇的田土补助没有给我
0,0,1,1,A3区银盆岭大桥旁滨江市集酒吧噪声扰民
2,0,1,1,A7县松雅湖东北角项目建设噪音极大！
2,0,1,1,希望A市委市政府加快养狗条例细则落地
2,0,1,1,A市快速公交万家丽线何时能开通运行？
36,2,2,303.0,中建五局中标A市地铁6号线，造价7亿项目存猫腻
0,0,1,1,A4区东风一村东风小学北面城中村长期脏乱差
2,0,1,1,A市职高生真的不能参加普高高考吗？
0,0,1,1,A市348路公交车太难等了
8,0,1,1,A市利海米兰春天什么时候能出房产证
2,2,1,1,投诉A市里约荟楼盘开发商欺骗购房者
0,0,1,1,A市碧楚社区外来车辆占据小区停车位
0,0,1,1,A1区木村安置小区广场健身舞扰民
4,0,1,1,A3区万科城市花园的市政广场何时修建
0,0,1,1,A市这边仅凭邮件签收确认企业经营地点异常的做法合理吗？
0,0,1,1,A市聚汇企信息科技有限公司涉嫌诈骗
0,0,1,1,A5区碧桂园南城首府房屋长期不住人却每月产生了不少水费
12,0,1,1,A7县春华镇麻将馆好多，请管一管
12,4,1,1,A7县一中竟无视教育局规定强制收费补课！
0,0,2,1.0,投诉A市一中高一年级通过家委会各种收费
0,0,1,1,A市通商食品贸易有限公司恶意拖欠员工工资
24,0,1,1,A7县X024（青山铺至开慧联络线）何时启动提质改造？
0,0,1,1,A1区朝阳社区金三角超市对面的烧烤摊位油烟扰民
22,0,4,126.0,咨询去年4月份公示新增的几条A7县星沙公交线路进度
0,0,1,1,A9市永安供电所强占我田徳多年
0,0,1,1,A4区培元桥25号南栋一楼新装的两个路灯对北栋产生严重的光污染
4,0,2,104.0,A3区杜鹃路由西向东方向左转绿灯时间太短了
0,0,1,1,A市理工大学（金盆岭校区）每天晚上野狗扰民
0,0,1,1,A7县泉塘街道楚天雅郡居民将高层住宅改成麻将馆
0,4,1,1,投诉西地省儿童医院8日凌晨急诊科3号4号诊室值班医生
2,0,2,1.0,A7县万家丽北路楚龙路口十字路口人行道围挡何时拆除
0,0,1,1,A2区水电八局几十家保健品，包括寿淘等又在疯狂织组会销
10,0,1,1,反映A1区“鑫楚佳园”小区的乱象和隐患
0,0,1,1,投诉A市惠天然梅岭国际开发商违规收取1万元服务费
0,0,1,1,关于外籍人员办理签证事宜过程中的困难
2,0,1,1,A7县万家丽北路及周边路上的渣土车、混泥土罐车需要加强管理
0,0,1,1,A2区橘郡礼顿山楼盘何时交房？
0,0,1,1,A4区蒋家垅社区11栋占用公共区域夜宵摊晚间太吵
0,0,1,1,A市万科魅力之城大降价折损前购买业主利益
0,0,1,1,A7县泉塘街道静园全天候施工扰民
0,0,2,122.0,咨询A3区现行买房落户政策
0,0,4,196.0,A1区九道湾小区里的快递扰民
0,0,1,1,A市谷山庭院3期出售紧急避难场所
0,0,1,1,A市深业喜汇房屋存在质量问题
2,0,3,21.0,建议A市808公交车按原线路行车
0,0,1,1,A1区鸿运花苑安置楼楼顶被堆了好多垃圾
0,0,1,1,A4区君悦香邸东门口的饭店扰乱小区生活环境
0,0,1,1,举报A市中联重科侵占改制企业老职工利益
0,0,2,171.0,关于A6区美的翰城精装房的投诉
0,0,1,1,A5区井湾子金领家族小区二期物业管理混乱！
0,0,1,1,A3区B4区涉外景园小区物业霸道，不理会业主及社区调解
0,0,2,287.0,举报A市巢之恋业委会、鸿楚物业屡次动用物业维修基金！
0,0,1,1,A4区通太街寿星街105号邻边违章建筑拆除后围挡不严，有安全隐患
0,0,2,56.0,A8县市未来方舟还是迟迟不退认筹金
0,0,1,1,请求将A7县杨梅冲社区星邮小区的专电整改为公电
0,0,1,1,A4区天健城夜间施工现场没有任何降噪措施
0,0,1,1,反映A8县市美的城精装房质量问题
8,0,2,145.0,请A市加快体育强省国家战略步伐
0,0,2,239.0,A3区第一小学强迫学生参加课后服务
0,0,1,1,A3区三里垅小区有人办葬礼扰民严重
0,0,2,6.0,A1区凯通国际城消防设施设备瘫痪数年
2,0,1,1,A7县尚都花园城昕锦酒店锅炉噪音大，扰民严重
0,0,1,1,A4区五一大道一酒吧噪音严重影响居民休息
0,0,1,1,A5区中航城3期9栋开放走廊设计存在安全隐患
4,0,1,1,A7县行政服务中心无直达A市火车南站的公交车
0,0,1,1,A3区天麓洋房别墅区到处都是违章建筑
0,0,1,1,请求硬化A4区沙坪街道竹安村的道路
0,0,1,1,A6区桥驿镇黑麋峰附近居民交通不便
0,0,1,1,银行贷款下不来，A市高岭国际商贸城不退首付款
2,0,2,43.0,投诉A市恒大御景天下城二期小区建设违规
0,0,1,1,A7县东业苹果社区商铺经常被物业停水
0,0,3,86.0,A市科教新村4区10栋1单元乐轩舞培训依然到深夜还在弹琴
2,0,2,6.0,A7县东六路与漓楚路口照明光线太暗，存在极大安全隐患
0,2,1,1,A7县楚龙路保利广场楼顶公寓楼施工噪音扰民
10,0,1,1,请A4区监察委员会重视解决拆迁户认定等问题
2,0,3,161.0,A7县红树湾小区用透明胶维修电梯，有安全可言吗？
0,0,1,1,西地省电子科技职业技术学院的学费太高，退档遭拒
0,0,1,1,A5区白沙湾嘉园一房两证的问题谁来管
0,0,1,1,A7县星沙汽配城大塘安置小区车辆乱停
4,0,3,1.0,A市高新区金领公寓每天停水
6,0,1,1,咨询A7县办理退休手续问题
0,0,1,1,咨询在A市买商业公寓落户的问题
0,0,1,1,A3区天麓尚层小区底商占用人行走廊违建
2,0,1,1,请管一下A3区金路相车辆乱停乱放的问题
0,0,1,1,A市珠江好世界施工地到了晚上常通宵作业
0,0,1,1,投诉A市中交中央公园绿城物业违规收费
4,0,1,1,A7县星沙时代星城小区雅岛咖啡占用公共绿化放置危险化学品
0,0,1,1,A7县黄花镇黄花村征收拆迁，独生子女没有按标准补偿
0,0,1,1,投诉A市明发国际房屋质量有问题
0,0,1,1,A市澳海澜庭小区的保安聚众殴打业主，还不闻不问
0,0,1,1,A4区凤舞路新河大厦建筑工地长期噪音扰民，居民不得安宁！
0,0,1,1,公交车随意变道，道路更加拥堵
0,0,1,1,A7县海伦春天小区物业放任垃圾堆在小区东南角空地上
2,0,2,1.0,A6区将与市内五区中招并轨的消息是否属实？
0,0,2,2.0,A2区福满新城二期施工噪音扰民谁能管
0,0,1,1,在A7县注册义工团体需要准备哪些材料？
0,0,1,1,A6区铜官街道无视法律，拒不履行协议
0,0,2,1.0,A3区雨敞坪镇潘家山村蔑蓝塘组道路没有硬化，大片农田承包出去被荒废
0,0,1,1,A市区发小卡片行为盼查
0,0,1,1,A市河西附近的宾馆赌博问题严重
0,0,1,1,请求解决A市渔民转产转业的遗留问题
0,0,1,1,A5区左家塘街道快宝驿站无证经营
0,0,1,1,A3区锦和园小区停水三天，工作人员未及时抢修
0,0,1,1,A市一学生中考提前科的成绩怎么变成C了？
0,0,1,1,请求尽快完成A4区新码头路2014年棚改项目的扫尾工作
0,0,1,1,A5区大桥四区噪音严重扰民
0,0,3,5.0,为何不能让A6区大泽湖街道拆迁户公平公正选房？
10,0,1,1,A7县楚龙街道山水湾童话里幼儿园何时进行改成公立幼儿园
0,0,1,1,A7县松雅湖壹号土地使用期限到多久？
0,0,1,1,审计厅一公务员拖欠8年物业费拒缴
2,0,1,1,投诉A2区楚瑞公司拖欠金盆岭理工大学项目的民工工资
0,0,1,1,建议优化A5区时代阳光大道与联圭路交叉路口
0,0,1,1,A市前奥林匹克花园物业经理伙同他人涉黑涉爆非法收费
0,0,1,1,A3区麓山南路渔湾市公交站旁的红绿灯发生故障已经超过一个月了
0,0,1,1,A3区环卫局凌晨扰民！
0,0,1,1,A1区A2区华庭地下车库要变成垃圾场了
0,0,1,1,A市人民路京珠高速桥下绿灯设定太短
0,4,1,1,A市朝晖路和古曲路跨圭塘河桥修建的建议
0,0,1,1,A市青竹湖曦园天骄楼盘有配套自建公立小学，是真的吗？
0,0,1,1,A7县好望谷云邸2栋一楼麻将室夜晚扰民
0,0,1,1,A市半山壹号三期无限期延迟交房
0,0,3,6.0,A市万科金域蓝湾商铺烟道装在住户窗口这种做法合理合法吗
0,0,1,1,A3区金星路王府井和加油站路段下水道异味强烈
0,0,1,1,A1区东岸街道为什么不公开征地补偿明细
2,0,2,1,A3区王家湾麓山南路近万居民停水近十天了
0,0,1,1,A市城区电动车上牌的地点公布了吗
14,0,1,1,投诉A7县保利香槟国际违规建设及欺骗业主的行为
0,0,1,1,A6区金悦花园后面建学校堵塞了小区后面的主道
0,0,1,1,A市社区巴士7号线特别难等
0,0,1,1,盼增加几趟A市207路公交车
0,0,1,1,建议A市新建劳动路下穿曙光路通道
76,0,1,1,希望A市地铁四号线北延线“同心路站”设在雷峰大道上
2,0,1,1,投诉A市红星国际公馆违规交房现象
2,0,1,1,在A市买房8年，还要再等3年才能买二套改善房？
0,0,1,1,A市周南中学周末要考试，请还我们节假日休息时间
0,2,1,1,A2区江南华府小区门口南二环环线噪音太大了
0,0,1,1,A1区解放东路49号一楼住改商
0,0,1,1,A市长城物业多次停水停电，影响居民正常生活
0,0,1,1,投诉A市新环境万国城店销售不退还我的诚意金
4,0,1,1,京广铁路A4区段沿线噪音扰民严重
6,2,3,89.0,A3区星蓝湾小区第二界业委会违规举报
30,0,3,11.0,A2区余易贷P2P诈骗平台跑路迹象明显！
0,0,2,1,A2区北辰中央公园至少连续一个月通宵施工
70,6,3,13.0,请求解决A7县荣盛花语城附近的噪音问题
0,0,1,1,A4区邮政公司劳务工特困补助还没到位
6,0,2,43.0,A7县深业睿城小区f区地下车位是否计入公摊面积？
4,0,1,1,A3区蒲洋项目老板拖欠工程款
0,0,1,1,A1区沁园小区C5栋污水水管破裂将近一个月了
2,0,1,1,希望A市能加强对市政工程的监督、管理和公示
0,0,2,1,万科魅力之城小区底层门店深夜经营，各种噪音扰民
0,0,1,1,咨询A市小孩转学的问题
0,0,1,1,A3区汽车西站涧塘小区的私人KTV噪音很大
0,0,1,1,投诉A市辛巴国际早教迟迟不退费
0,0,2,4.0,A6区民爆器材有限公司领导违纪，勾结会计做假账
2,0,1,1,A1区大同瑞致小学违规使用家校通平台
4,0,1,1,A7县东七路电力走廊乱停车
0,0,1,1,A市木莲路与新姚路交界处红绿灯有安全问题
0,0,1,1,A7县青山铺镇羊思坡修路补偿款一直没发放
0,0,1,1,A3区滨江实验中学要求家长出资为学校安装空调
0,0,1,1,因修建城铁，A2区暮云新村道路成烂路
2,0,2,30.0,A市麦芒国际小区教育问题的困扰
18,0,1,1,请合理安置A市六堆子拆迁项目中的居民
0,0,1,1,A2区高桥新老家电百货城都没地方停车
4,0,2,129.0,A9市金刚大道项目有违法征地补偿安置行为
0,0,1,1,A3区市场监管颁证前不依法现场核实，市民持续投诉7个月开始甩锅社区
0,0,1,1,A3区博才中海小学全校跳绳比赛不公平
0,0,1,1,A1区五一东村老小区绿化带被用做停车场
18,0,2,9.0,请A7县星沙派出所民警合理执法
2,0,1,1,投诉A市绿地城际空间站虚假宣传
8,0,1,1,A7县泉星公园建设进度和力都大厦长期占用小塘路堆放材料影响百姓出行
0,0,1,1,A7县星沙K9县郡小区幼儿园收费合理吗？
22,0,1,1,举报A4区楚雅路拆迁办威胁恐吓老百姓
8,4,2,16.0,A3区钰龙佳园一期4栋2单元小高层楼下违规建垃圾桶放置场所
8,8,2,56.0,A7县泉塘酒店有外来人员投放色情卡片
0,0,1,1,西地省齐家尚典装饰装修公司一再承诺完工时间，却再次食言了
48,0,1,1,A7县星沙凉塘路东七线到东十线段今年会启动建设吗
0,0,1,1,建议A市1路车的终点站延伸到碧沙湖的地铁站
0,0,1,1,A1区白沙路10号老百姓大药房为住改商
2,0,3,24.0,A8县夏铎铺工业园亮之星偷排废气
0,0,1,1,A市365公交车经常等很久不来
0,0,1,1,A市丁字湾中国城中城酒店老板拖欠员工好几月工资
0,0,1,1,A2区中意电冰箱厂棚改项目什么时候启动征收
0,0,1,1,西地省师范大学天马学生公寓门口重型机械高分贝工作
0,0,2,16.0,A1区新华大厦黑恶贷款中介强行多扣砍头息不退
10,0,1,1,A7县星沙尚鑫海悦小区1栋二单元一楼105房，违规敲除外墙
8,0,1,1,咨询A7县榔梨街道发展规划问题
0,0,2,35.0,A市柠檬丽都小区A3栋商铺开了一家乐器工作室，超级闹腾
0,0,1,1,A市麻园湾社区农委宿舍自来水户改一直被搪塞拖延
0,0,1,1,A4区科大佳园北苑附近总是有人偷偷烧垃圾
0,0,2,8.0,A市愿景山水印象小区房子外墙渗水，墙面开裂
0,0,1,1,A市西湖公园望麓桥下主通道人行通道有安全隐患
0,0,1,1,A6区月亮岛街道社区卫生服务中心看病难排队久
0,0,1,1,反映北京师范大学A市附属学校空港城小区设立实验班的问题
2,0,2,11.0,A市海德公元15栋认筹静悄悄进行
2,0,1,1,A7县安沙镇毛塘铺共享汽车乱停乱放侵占公共停车位
0,0,1,1,投诉A市先锋新宇物业违规收取停车费
